Query,Passage,Method,Judge_1,Judge_2,Judge_3,Final
mariah-carey-unmarried-partner-luis-miguel.txt,"...On the album, Carey worked with David Foster and Diane Warren, who, as well as Jimmy Jam Terry Lewis, replaced Walter Afanasieff, the main balladeer Carey worked with throughout the 90s.  As a result of her separation from her husband, Tommy Mottola, Carey had more control over the musical style of this album, so she collaborated with several artists such as Jay-Z, Usher  , and Snoop Dogg, as well as Missy Elliott, Joe  , Da Brat, Master P, Eve  , Lil Kim, 98°  , Phil Collins and Mystikal....",baseline,non-relevant,non-relevant,non-relevant,non-relevant
mariah-carey-unmarried-partner-luis-miguel.txt,"...) they are treated as if they were married.  In recent years, the term common law marriage has gained increased use as a generic term for all unmarried couples – however, this term has a narrow legal meaning.  First of all, one can only talk of ""common law marriage"" if such marriage was formed in a jurisdiction which actually applies the common law.  A 2008 poll in the UK showed that 51% of respondents incorrectly believed that cohabitants had the same rights as married couples....",baseline_with_expansion,non-relevant,non-relevant,non-relevant,non-relevant
mariah-carey-unmarried-partner-luis-miguel.txt,"...  All I Want for Christmas Is You:    Music videos:   Another video was created for the So So Def remix, but it does not feature Carey or the hip-hop musicians that perform in the song.  Instead, the video is animated and based on a scene in the video from Careys ""Heartbreaker  "" .  It features cartoon cameo appearances by Carey, Jermaine Dupri, Bow Wow, Luis Miguel , Careys dog Jack, and Santa Claus....",proposed,non-relevant,non-relevant,non-relevant,non-relevant
om-puri-place-of-birth-ambala.txt,"...  List of people from Haryana:    Actors and models:   Om Puri, born in Ambala.  Gurmeet Ram Rahim Singh, Chief of Dera Sacha Sauda from Sirsa  .  Parineeti Chopra, born in Ambala....",proposed,relevant,relevant,relevant,relevant
om-puri-place-of-birth-ambala.txt,"...jpg|Sakshi Malik, Wrestler This is a list of notable people from Haryana. Academics J. B.  Chaudhary.   Dr.  Sarup Singh , Vice Chancellor, University of Delhi , Governor of Gujarat and Kerala.   Syed Qasim Mahmood: He is Writer, Encyclopedist, Intellectual, Editor, Born  Kharkhoda, Sonipat, Haryana/East Punjab. Business Baba Ramdev  from Patanjali Ayurved Ltd, born in Mahendragarh.   O. P.  Jindal, Former Member of Parliament, Haryana Power Minister, Founder nbsp;— Jindal Group of Companies, hailing from Hissar   Sajjan Jindal, industrialist son of O....",baseline_with_expansion,non-relevant,relevant,non-relevant,non-relevant
om-puri-place-of-birth-ambala.txt,"...  Om Puri:   Intro Om Prakesh Puri  was an Indian actor who appeared in mainstream commercial Indian films, as well as independent and art films.  He is best-known for his author-backed roles in films like Aakrosh  , Arohan   and television films like Sadgati  and Tamas   and also light-hearted roles in Jaane Bhi Do Yaaro  and Chachi 420 .  He had various collaborations with director Shyam Benegal and Govind Nihalani....",baseline_with_expansion,non-relevant,non-relevant,non-relevant,non-relevant
om-puri-place-of-birth-ambala.txt,"...O. P.  Jindal, Former Member of Parliament, Haryana Power Minister, Founder nbsp;— Jindal Group of Companies, hailing from Hissar   Sajjan Jindal, industrialist son of O. P.  Jindal, hailing from Hisar  , India.  Subhash Chandra, Founder Zee TV, Chairman ESSEL Group.  Sameer Gehlaut one of India’s youngest self made billionaire at just 34 years of age Military General  Deepak Kapoor, Chief of the Army Staff  2007–10....",baseline_with_expansion,non-relevant,non-relevant,non-relevant,non-relevant
om-puri-place-of-birth-ambala.txt,"...  Om Puri:    Early life:  Om Puri was born in Ambala in a Punjabi  family.  His father worked on the railways and in the Indian Army.  As he had no birth certificate or records, his family was unsure of his date and year of birth, however his mother told him he had been born two days after the Hindu festival Dussehra  ....",proposed,relevant,relevant,relevant,relevant
om-puri-place-of-birth-ambala.txt,"...Politically; Ambala has two sub-areas: Ambala Cantonment also known as  and Ambala City, approximately 3 kilometers apart, therefore it is also known as ""Twin City"".  It has a large Indian Army and Indian Air Force presence within its cantonment area.  Ambala separates the Ganges river network from the Indus river network and is surrounded by two rivers nbsp;– Ghaggar and Tangri nbsp;– to the north and to the south....",baseline_with_expansion,non-relevant,non-relevant,non-relevant,non-relevant
om-puri-place-of-birth-ambala.txt,"...Ambala separates the Ganges river network from the Indus river network and is surrounded by two rivers nbsp;– Ghaggar and Tangri nbsp;– to the north and to the south.  Due to its geographical location, the Ambala district plays an important role in local tourism, being located 47 nbsp;km  south of Chandigarh, the state capital, 148 nbsp;km  southwest of Shimla, 198 nbsp;km  north of New Delhi and 260 nbsp;km  southeast of Amritsar. Gurudwara Manji Sahib is situated in Ambala. History 250px {{ Image:GTRoad Ambala....",baseline_with_expansion,non-relevant,non-relevant,non-relevant,non-relevant
om-puri-place-of-birth-ambala.txt,"...jpg|Sakshi Malik, Wrestler This is a list of notable people from Haryana. Academics J. B.  Chaudhary.   Dr.  Sarup Singh , Vice Chancellor, University of Delhi , Governor of Gujarat and Kerala.   Syed Qasim Mahmood: He is Writer, Encyclopedist, Intellectual, Editor, Born  Kharkhoda, Sonipat, Haryana/East Punjab. Business Baba Ramdev  from Patanjali Ayurved Ltd, born in Mahendragarh.   O. P.  Jindal, Former Member of Parliament, Haryana Power Minister, Founder nbsp;— Jindal Group of Companies, hailing from Hissar   Sajjan Jindal, industrialist son of O....",baseline,non-relevant,relevant,non-relevant,non-relevant
om-puri-place-of-birth-ambala.txt,"...Ambala separates the Ganges river network from the Indus river network and is surrounded by two rivers nbsp;– Ghaggar and Tangri nbsp;– to the north and to the south.  Due to its geographical location, the Ambala district plays an important role in local tourism, being located 47 nbsp;km  south of Chandigarh, the state capital, 148 nbsp;km  southwest of Shimla, 198 nbsp;km  north of New Delhi and 260 nbsp;km  southeast of Amritsar. Gurudwara Manji Sahib is situated in Ambala. History 250px {{ Image:GTRoad Ambala....",baseline,non-relevant,non-relevant,non-relevant,non-relevant
om-puri-place-of-birth-ambala.txt,"...  Om Puri:   Intro Om Prakesh Puri  was an Indian actor who appeared in mainstream commercial Indian films, as well as independent and art films.  He is best-known for his author-backed roles in films like Aakrosh  , Arohan   and television films like Sadgati  and Tamas   and also light-hearted roles in Jaane Bhi Do Yaaro  and Chachi 420 .  He had various collaborations with director Shyam Benegal and Govind Nihalani....",baseline,non-relevant,non-relevant,non-relevant,non-relevant
om-puri-place-of-birth-ambala.txt,"...Politically; Ambala has two sub-areas: Ambala Cantonment also known as  and Ambala City, approximately 3 kilometers apart, therefore it is also known as ""Twin City"".  It has a large Indian Army and Indian Air Force presence within its cantonment area.  Ambala separates the Ganges river network from the Indus river network and is surrounded by two rivers nbsp;– Ghaggar and Tangri nbsp;– to the north and to the south....",baseline,non-relevant,non-relevant,non-relevant,non-relevant
om-puri-place-of-birth-ambala.txt,"...O. P.  Jindal, Former Member of Parliament, Haryana Power Minister, Founder nbsp;— Jindal Group of Companies, hailing from Hissar   Sajjan Jindal, industrialist son of O. P.  Jindal, hailing from Hisar  , India.  Subhash Chandra, Founder Zee TV, Chairman ESSEL Group.  Sameer Gehlaut one of India’s youngest self made billionaire at just 34 years of age Military General  Deepak Kapoor, Chief of the Army Staff  2007–10....",baseline,non-relevant,non-relevant,non-relevant,non-relevant
rogue-one-screenwriter-gary-whitta.txt,"...  Rogue One:    Intro:  056 billion }}Rogue One: A Star Wars Story, or simply Rogue One, is a 2016 American epic  space opera  film directed by Gareth Edwards  and written by Chris Weitz and Tony Gilroy, based on a story by John Knoll and Gary Whitta.  It was produced by Lucasfilm and distributed by Walt Disney Studios Motion Pictures.  It is the first installment of the Star Wars Anthology series  , set immediately before the events of the original Star Wars film  ....",proposed,relevant,relevant,relevant,relevant
rogue-one-screenwriter-gary-whitta.txt,"...  Gareth Edwards :   Intro Gareth James Edwards  is an English film director, film producer, screenwriter, cinematographer, production designer, and visual effects artist.  He first gained widespread recognition for Monsters  , an independent film in which he served as writer, director, cinematographer, and visual effects artist....",baseline,non-relevant,non-relevant,non-relevant,non-relevant
rogue-one-screenwriter-gary-whitta.txt,"...Once a book crosses one of the publishing thresholds  it then moves into production.  The fully funded tier gets the full works of editing, design, printing, distribution, and marketing of the book.  The light publishing receives line editorial but no marketing, design or distribution . Inkshares also helps its authors manage their adjacent rights, creating six-figure audiobook, TV, and film deals for new authors such as Filip Syta, Mike Mongo, and J....",baseline,non-relevant,non-relevant,non-relevant,non-relevant
